Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027300.1,119133515,Intron,22.8,8.8E-23,106564072,LOC106564072,bone morphogenetic protein receptor type-1B-like
NC_027318.1,17131898,Exon,36.81,8.8E-23,106578536,LOC106578536,frizzled-8-like
NC_027314.1,102324413,Exon,-33.29,9.0E-23,106572962,ras-like GTP-binding protein O-RHO,ras-like GTP-binding protein O-RHO
NC_027326.1,8947402,Intron,-31.2,9.1E-23,106588437,LOC106588437,tyrosine-protein kinase STYK1-like
NC_027315.1,14445702,Intron,25.37,9.2E-23,106573177,LOC106573177,tetraspanin-9
NC_027314.1,66988012,P6K,-30.79,9.2E-23,106572195,plod1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
NC_027327.1,23735579,Intron,22.44,9.2E-23,106589744,nrxn1,neurexin 1
NC_027300.1,47926107,Intron,21.33,9.6E-23,106604421,kcnip2,potassium voltage-gated channel interacting protein 2
NC_027304.1,73657249,P250,23.53,9.8E-23,106605972,LOC106605972,G-protein coupled receptor 20-like
NW_012350219.1,11169,Intron,-27.48,9.8E-23,106593462,LOC106593462,E3 ubiquitin-protein ligase RNF38-like
NC_027317.1,46923744,Intron,29.09,1.0E-22,106577539,LOC106577539,neurexin-2-like
NC_027304.1,39333896,Exon,23.36,1.0E-22,106604921,LOC106604921,protein FAM53C-like
NC_027320.1,16804006,Intron,-24.12,1.1E-22,106581757,LOC106581757,mitogen-activated protein kinase kinase kinase MLT-like
NC_027327.1,18557057,Intron,-21.13,1.2E-22,106589630,cdrt1,CMT1A duplicated region transcript 1
NC_027313.1,4054544,Flanks,-21.89,1.2E-22,106568644,tmeff1,transmembrane protein with EGF like and two follistatin like domains 1
NC_027324.1,8312401,Intron,-29.26,1.3E-22,106586116,LOC106586116,inactive dipeptidyl peptidase 10-like
NC_027302.1,73738855,Flanks,-21.04,1.4E-22,106601473,LOC106601473,zinc finger protein 664-like
NC_027318.1,26764358,Exon,-32.35,1.5E-22,106578606,LOC106578606,homeobox protein engrailed-2a-like
NC_027314.1,44668482,Intron,27.75,1.5E-22,106571626,LOC106571626,disks large-associated protein 2-like
NC_027304.1,27118615,Intron,-23.49,1.6E-22,106604565,LOC106604565,E3 ubiquitin-protein ligase RNF130-like
NC_027326.1,6626695,Intron,25.85,1.6E-22,100286457,Syndecan-2-A,Syndecan-2-A
NC_027302.1,17042163,Exon,-32.0,1.6E-22,100194502,ppp1r7,"protein phosphatase 1, regulatory (inhibitor) subunit 7"
NC_027320.1,15401464,Intron,-30.63,1.6E-22,106581800,cobll1,cordon-bleu WH2 repeat protein like 1
NC_027317.1,22129730,P6K,-30.1,1.7E-22,106577148,LOC106577148,monocarboxylate transporter 9-like
NC_027302.1,70607172,Intron,-22.54,1.9E-22,106601405,LOC106601405,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B-like"
NC_027314.1,98191462,Intron,38.83,2.0E-22,106572894,gpr157,G protein-coupled receptor 157
NC_027317.1,54850063,Flanks,25.58,2.0E-22,106577746,LOC106577746,uncharacterized LOC106577746
NC_027314.1,29832718,Intron,-30.26,2.1E-22,106571319,LOC106571319,laminin subunit alpha-4-like
NC_027312.1,69232349,Intron,-20.2,2.2E-22,106567672,LOC106567672,cell surface glycoprotein MUC18-like
NC_027308.1,82477972,Intron,20.92,2.4E-22,106612192,LOC106612192,neuroligin-3-like
NC_027325.1,4558298,Intron,-22.16,2.4E-22,106587053,LOC106587053,C-Jun-amino-terminal kinase-interacting protein 1-like
NC_027310.1,19523680,Intron,-33.14,2.7E-22,106562079,zfhx3,zinc finger homeobox 3
NC_027312.1,21910277,Flanks,33.32,2.7E-22,106566691,LOC106566691,vesicle-associated membrane protein-associated protein B-like
NC_027323.1,9082463,Intron,-20.43,2.7E-22,106585133,LOC106585133,netrin receptor UNC5D-like
NC_027310.1,55366871,Flanks,-31.29,3.1E-22,106563006,LOC106563006,beta-adrenergic receptor kinase 2-like
NC_027307.1,9358634,Intron,-20.58,3.1E-22,106610067,LOC106610067,uncharacterized LOC106610067
NC_027322.1,35750467,P1K,-37.91,3.1E-22,106584508,nfyb,nuclear transcription factor Y subunit beta
NC_027312.1,46760439,P6K,28.76,3.4E-22,106567391,LOC106567391,transmembrane protein 51-like
NC_027305.1,66770581,Intron,26.19,4.0E-22,100306829,mthfd1l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
NC_027326.1,5712544,Exon,-28.06,4.1E-22,106588519,LOC106588519,transmembrane protein C9orf91 homolog
NC_027308.1,101672888,Intron,25.64,4.5E-22,106612711,LOC106612711,latent-transforming growth factor beta-binding protein 4-like
NC_027301.1,16619460,P6K,-31.96,4.8E-22,106579240,LOC106579240,R-spondin-3-like
NC_027320.1,17324295,Intron,24.37,4.8E-22,106581748,stxbp5l,syntaxin binding protein 5 like
NC_027317.1,27403177,Intron,-22.24,4.9E-22,106577213,LOC106577213,testican-2-like
NC_027310.1,57663793,Intron,24.96,4.9E-22,106563039,LOC106563039,homeobox protein orthopedia B-like
NC_027302.1,11029610,P6K,23.47,5.1E-22,106598820,b3gnt5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
NC_027317.1,47524020,Intron,-32.42,5.5E-22,106577539,LOC106577539,neurexin-2-like
NC_027312.1,46760435,P6K,28.59,5.6E-22,106567391,LOC106567391,transmembrane protein 51-like
NC_027318.1,70481169,Intron,30.33,5.8E-22,106579597,LOC106579597,5'-AMP-activated protein kinase subunit gamma-2-like
NC_027313.1,52487475,P6K,21.18,6.2E-22,106570102,LOC106570102,uncharacterized LOC106570102
NC_027301.1,23253494,Intron,21.68,6.7E-22,106581016,LOC106581016,sterol regulatory element-binding protein cleavage-activating protein-like
NC_027322.1,26447319,Intron,-35.69,6.9E-22,106584326,LOC106584326,RING finger protein 11-like
NC_027300.1,121026292,Exon,30.55,7.2E-22,106564694,brf2,BRF2 RNA polymerase III transcription initiation factor subunit
NC_027304.1,4089912,Flanks,-27.98,7.5E-22,106604149,LOC106604149,TNFAIP3-interacting protein 1-like
NC_027305.1,38401969,Intron,-24.92,7.6E-22,100194587,LOC100194587,"protein phosphatase 1, regulatory (inhibitor) subunit 1b-like"
NC_027314.1,40124796,Exon,-21.1,8.1E-22,106571705,LOC106571705,zinc finger protein 436-like
NC_027311.1,51761610,Intron,31.29,8.2E-22,106565385,LOC106565385,protein unc-119 homolog B-like
NC_027300.1,109916457,Intron,-27.98,8.3E-22,106561454,ric1,"RIC1 homolog, RAB6A GEF complex partner 1"
NC_027321.1,29829892,Intron,-25.41,8.5E-22,106583192,LOC106583192,sodium-coupled neutral amino acid transporter 3-like
NC_027305.1,70529065,Intron,-24.65,8.6E-22,106608071,LOC106608071,ena/VASP-like protein
NW_012348498.1,17206,P250,22.95,8.6E-22,106592594,caspase-1-like,caspase-1-like
NC_027302.1,28806609,Intron,28.22,8.6E-22,101448067,insulin-like growth factor binding protein 3 paralog B2,insulin-like growth factor binding protein 3 paralog B2
NC_027316.1,41553818,Exon,-24.25,9.0E-22,106576184,LOC106576184,ETS domain-containing protein Elk-3-like
NC_027301.1,44263297,Intron,-25.28,9.9E-22,106588430,LOC106588430,E3 SUMO-protein ligase CBX4-like
NC_027319.1,19287279,Intron,-26.48,1.0E-21,106579947,LOC106579947,translational activator GCN1-like
NC_027318.1,55243395,Intron,-28.58,1.0E-21,106579178,LOC106579178,"myosin-binding protein C, fast-type-like"
NC_027315.1,64170031,Intron,-37.07,1.0E-21,100136384,aryl hydrocarbon receptor 2 delta,aryl hydrocarbon receptor 2 delta
NC_027321.1,54867912,Intron,-25.71,1.0E-21,106583727,LOC106583727,metabotropic glutamate receptor 7-like
NC_027324.1,27373054,Flanks,-30.76,1.1E-21,100136530,il-1rl,interleukin-1 receptor-like protein
NC_027313.1,19358387,P6K,40.69,1.1E-21,106568826,LOC106568826,la-related protein 4B-like
NC_027301.1,62700402,Exon,36.6,1.3E-21,106592054,LOC106592054,cartilage acidic protein 1-like
NC_027312.1,436839,Flanks,-24.59,1.3E-21,106566302,cuticle protein 38-like,cuticle protein 38-like
NC_027324.1,44918209,Flanks,24.91,1.4E-21,106586860,LOC106586860,uncharacterized protein C21orf62-like
NC_027310.1,55565103,Flanks,26.67,1.5E-21,106563084,LOC106563084,multiple C2 and transmembrane domain-containing protein 1-like
NC_027300.1,10075393,Flanks,-28.45,1.7E-21,106560797,LOC106560797,cathepsin L1-like
NC_027326.1,10426613,Intron,45.43,1.7E-21,106588384,LOC106588384,uncharacterized LOC106588384
NC_027319.1,16476948,Flanks,-30.61,1.7E-21,106580042,LOC106580042,coiled-coil domain-containing protein 158-like
NC_027310.1,19576986,Intron,21.24,1.8E-21,106562079,zfhx3,zinc finger homeobox 3
NC_027322.1,8264079,Intron,-23.78,1.8E-21,106584025,LOC106584025,KN motif and ankyrin repeat domain-containing protein 4-like
NC_027319.1,73065765,Intron,-21.45,1.8E-21,106581387,LOC106581387,olfactory receptor 4D1-like
NC_027313.1,59191640,Exon,36.45,1.9E-21,106569953,LOC106569953,collagen alpha-1(XI) chain-like
NC_027311.1,7690399,P6K,-26.3,1.9E-21,106564270,LOC106564270,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like
NC_027304.1,50374338,Intron,-23.29,2.0E-21,106605176,LOC106605176,uncharacterized protein YBL113C-like
NC_027304.1,70769658,P6K,29.7,2.0E-21,100196661,LOC100196661,glutathione S-transferase kappa 1-like
NC_027300.1,40823077,Flanks,-25.85,2.1E-21,100380536,MAP3K12 binding inhibitory protein 1,MAP3K12 binding inhibitory protein 1
NC_027319.1,57239696,Intron,-23.27,2.1E-21,106581068,LOC106581068,regulator of G-protein signaling 3-like
NC_027315.1,72499937,Intron,-22.07,2.3E-21,106574488,LOC106574488,UPF0392 protein F13G3.3-like
NC_027303.1,43713973,Flanks,-22.42,2.3E-21,106603313,LOC106603313,rho GTPase-activating protein 20-like
NC_027311.1,28812185,Flanks,-26.48,2.3E-21,106564803,LOC106564803,"nuclear factor 7, brain-like"
NC_027314.1,22529365,Intron,-20.31,2.4E-21,106571163,"glutamate receptor ionotropic, kainate 2-like","glutamate receptor ionotropic, kainate 2-like"
NC_027303.1,39008084,Flanks,-24.31,2.5E-21,106603221,LOC106603221,cornifelin homolog B-like
NC_027305.1,76534043,Intron,-21.7,2.5E-21,106608153,LOC106608153,signal-induced proliferation-associated 1-like protein 1
NC_027319.1,57444904,Intron,20.45,2.6E-21,106581213,LOC106581213,calcium-binding protein 8-like
NC_027308.1,107121221,Intron,35.98,2.6E-21,106612562,LOC106612562,MDS1 and EVI1 complex locus protein EVI1-like
NC_027300.1,118958008,Intron,-40.53,2.6E-21,106564027,LOC106564027,netrin receptor UNC5C-like
NC_027314.1,76883852,Intron,-24.23,2.7E-21,106571996,LOC106571996,adherens junction-associated protein 1-like
NC_027303.1,15902223,Intron,-24.51,2.7E-21,106602593,LOC106602593,sodium/potassium/calcium exchanger 2-like
NC_027308.1,4561724,P6K,-24.22,2.8E-21,106610617,LOC106610617,prostaglandin E2 receptor EP2 subtype-like
NC_027303.1,55036013,Intron,-21.53,3.0E-21,106603454,LOC106603454,cell surface glycoprotein MUC18-like
NC_027311.1,44418410,P1K,-21.58,3.1E-21,106565170,rad54l2,RAD54 like 2
NC_027311.1,75737018,P1K,33.23,3.2E-21,106565982,LOC106565982,hyaluronidase-1-like
NC_027320.1,20010323,Intron,-22.18,3.4E-21,100286503,LOC100286503,tensin-1
NC_027309.1,7247568,Intron,30.07,3.5E-21,106613481,LOC106613481,nuclear receptor subfamily 5 group A member 2
NC_027313.1,24085293,Intron,-40.74,3.7E-21,106569244,LOC106569244,cadherin-6-like
NC_027317.1,17052410,Intron,-23.31,3.7E-21,106577086,LOC106577086,uncharacterized LOC106577086
NC_027302.1,64799750,Intron,-29.04,4.1E-21,106601204,LOC106601204,proline-rich extensin-like protein EPR1
NC_027314.1,2527514,Intron,-26.16,4.4E-21,106570844,LOC106570844,endoplasmic reticulum aminopeptidase 1-like
NC_027312.1,25467033,Exon,-43.59,4.7E-21,106566872,LOC106566872,protein polyglycylase TTLL10-like
NC_027315.1,44875593,Intron,-26.47,4.7E-21,106573944,cdc14a,cell division cycle 14A
NC_027319.1,32532057,Intron,-30.17,5.0E-21,106580469,LOC106580469,armadillo repeat protein deleted in velo-cardio-facial syndrome homolog
NC_027302.1,33758172,Intron,32.54,5.4E-21,106600425,LOC106600425,matrix metalloproteinase-16-like
NC_027309.1,100142544,Intron,-25.84,5.5E-21,106561484,LOC106561484,spondin-1-like
NC_027310.1,19576984,Intron,21.16,6.1E-21,106562079,zfhx3,zinc finger homeobox 3
NC_027302.1,36403930,Exon,36.87,6.2E-21,106600184,LOC106600184,protocadherin-8-like
NC_027313.1,54609660,Flanks,31.24,6.3E-21,106570062,LOC106570062,sperm acrosome membrane-associated protein 4-like
NC_027318.1,69767272,Intron,20.3,6.6E-21,106579565,LOC106579565,dipeptidyl aminopeptidase-like protein 6
NC_027312.1,105956056,Intron,-21.92,6.7E-21,106568591,LOC106568591,uncharacterized LOC106568591
NC_027327.1,8723387,Intron,41.5,6.7E-21,106589438,protein quaking-A-like,protein quaking-A-like
NC_027302.1,53141153,Flanks,23.95,6.7E-21,106600936,LOC106600936,homeobox protein Dlx3b-like
NC_027308.1,12725199,Intron,-31.82,7.1E-21,106610737,spata17,spermatogenesis associated 17
NC_027300.1,14829563,Exon,27.28,7.2E-21,106569018,LOC106569018,kinesin-like protein KIF26B
NC_027309.1,13275801,Intron,-25.99,7.8E-21,106613582,LOC106613582,uncharacterized protein KIAA1614-like
NC_027325.1,46195222,Intron,27.73,7.9E-21,106588078,insulin-like growth factor 1 receptor,insulin-like growth factor 1 receptor
NC_027319.1,49851787,Intron,-23.56,8.3E-21,106580848,LOC106580848,sodium/calcium exchanger 2-like
NC_027305.1,22100955,P6K,27.99,8.3E-21,106606809,LOC106606809,GTP-binding protein 1-like
NC_027314.1,45248502,Intron,-25.88,8.4E-21,106571620,LOC106571620,C-C chemokine receptor type 6-like
NC_027326.1,35223354,Flanks,-25.98,8.7E-21,106589000,LOC106589000,extensin-like
NC_027310.1,3173420,Exon,-20.99,8.8E-21,106561884,daam2,dishevelled associated activator of morphogenesis 2
NC_027314.1,82097119,Exon,21.82,1.0E-20,106572438,LOC106572438,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3-like"
NW_012348498.1,17166,P250,-27.59,1.1E-20,106592594,caspase-1-like,caspase-1-like
NC_027310.1,60576904,Intron,-23.58,1.1E-20,106563134,LOC106563134,voltage-dependent N-type calcium channel subunit alpha-1B-like
NC_027312.1,63260764,Intron,-22.5,1.1E-20,106567646,LOC106567646,opioid-binding protein/cell adhesion molecule-like
NC_027309.1,27644270,Intron,-22.31,1.1E-20,106613937,LOC106613937,histamine H3 receptor-like
NC_027313.1,42842793,Flanks,-21.64,1.1E-20,106569659,LOC106569659,microtubule-associated protein 6 homolog
NC_027309.1,103898623,Intron,-26.68,1.3E-20,106561561,LOC106561561,solute carrier family 23 member 2-like
NC_027320.1,26966589,Intron,23.57,1.3E-20,106582131,LOC106582131,collagen alpha-2(IV) chain-like
NC_027300.1,157469649,Exon,-27.53,1.4E-20,106572640,low-density lipoprotein receptor-related protein 1B-like,low-density lipoprotein receptor-related protein 1B-like
NW_012347811.1,16936,Exon,-20.89,1.4E-20,106592199,LOC106592199,protein FAM83G-like
NC_027302.1,23187159,Intron,-26.15,1.4E-20,106599374,LOC106599374,E3 ubiquitin-protein ligase RNF220-like
NC_027308.1,96793535,Intron,38.6,1.5E-20,106612450,LOC106612450,protein FAM124B-like
NC_027328.1,21329213,P6K,29.0,1.7E-20,106590341,LOC106590341,zinc finger and BTB domain-containing protein 14-like
NC_027319.1,47539242,Intron,24.33,1.7E-20,106580804,LOC106580804,immunoglobulin superfamily member 11-like
NC_027312.1,21910240,Flanks,30.52,1.8E-20,106566691,LOC106566691,vesicle-associated membrane protein-associated protein B-like
NC_027310.1,8952510,Intron,-34.69,1.8E-20,106561937,LOC106561937,leucine zipper protein 2-like
NC_027311.1,18901681,Intron,29.69,1.9E-20,106564689,LOC106564689,VPS10 domain-containing receptor SorCS1-like
NC_027309.1,67976245,Intron,-22.27,2.0E-20,106561041,LOC106561041,cadherin EGF LAG seven-pass G-type receptor 1-like
NC_027303.1,38271761,Intron,-25.26,2.0E-20,106603171,LOC106603171,gamma-aminobutyric acid receptor subunit alpha-3-like
NC_027300.1,146324702,Exon,-29.33,2.0E-20,106570294,lrsam1,leucine rich repeat and sterile alpha motif containing 1
NC_027324.1,20464924,Intron,28.1,2.2E-20,106586333,LOC106586333,potassium voltage-gated channel subfamily H member 8-like
NC_027300.1,61505939,Intron,21.69,2.5E-20,106607224,LOC106607224,SH3 and PX domain-containing protein 2A-like
NC_027313.1,58042562,Intron,-23.25,2.5E-20,106569994,LOC106569994,chloride channel protein 1-like
NC_027326.1,22520632,Flanks,20.88,2.5E-20,106588785,LOC106588785,growth factor receptor-bound protein 10-like
NC_027302.1,18402992,Intron,-20.48,2.6E-20,106599529,LOC106599529,ephrin type-B receptor 1
NC_027309.1,61323017,Intron,24.99,2.6E-20,106560791,LOC106560791,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1
NC_027305.1,2964366,Flanks,33.07,2.7E-20,106606278,LOC106606278,protein NLRC3-like
NW_012347327.1,12544,Intron,-29.38,2.7E-20,106591865,LOC106591865,T-lymphoma invasion and metastasis-inducing protein 1-like
NC_027324.1,9334436,Intron,-32.17,2.8E-20,106586125,LOC106586125,double-stranded RNA-specific editase 1-like
NC_027320.1,9378793,Intron,-24.11,2.8E-20,106581696,LOC106581696,nck-associated protein 5-like
NC_027311.1,18308470,Intron,25.01,3.1E-20,106564691,LOC106564691,VPS10 domain-containing receptor SorCS3-like
NC_027306.1,44265772,Intron,-36.6,3.1E-20,106609381,LOC106609381,liprin-alpha-4-like
NC_027319.1,45447615,Intron,-24.67,3.2E-20,106580731,LOC106580731,protein YIF1B-like
NC_027309.1,33332180,Intron,-20.05,3.2E-20,106560306,LOC106560306,volume-regulated anion channel subunit LRRC8C-like
NC_027310.1,4557567,P6K,-30.6,3.5E-20,106561895,LOC106561895,collagen alpha-1(X) chain-like
NC_027314.1,35732262,P6K,-33.36,3.9E-20,106571444,LOC106571444,CAD protein-like
NC_027317.1,52557988,Intron,-22.19,4.0E-20,106577626,adgrl3,adhesion G protein-coupled receptor L3
NC_027317.1,63082887,Exon,-20.2,4.2E-20,106577970,LOC106577970,zinc finger protein 536-like
NC_027303.1,63404766,P1K,23.23,4.3E-20,106603738,slc37a2,solute carrier family 37 member 2
NC_027328.1,20588379,Exon,25.21,4.3E-20,106590318,ofcc1,orofacial cleft 1 candidate 1
NC_027314.1,32997774,Intron,25.87,4.5E-20,106571386,LOC106571386,solute carrier family 35 member F1-like
NC_027316.1,36528247,Intron,25.76,5.3E-20,106576060,ahcyl2,adenosylhomocysteinase like 2
NC_027308.1,80763501,Flanks,22.62,5.3E-20,106612168,LOC106612168,moesin-like
NC_027301.1,65150888,Exon,22.52,5.4E-20,106593054,LOC106593054,gastrula zinc finger protein XlCGF57.1-like
NC_027313.1,32512007,Intron,-22.97,5.5E-20,106569313,LOC106569313,Niemann-Pick C1 protein-like
NC_027308.1,4561715,P6K,-27.82,5.5E-20,106610617,LOC106610617,prostaglandin E2 receptor EP2 subtype-like
NC_027322.1,27040214,Intron,23.19,5.7E-20,100286605,LOC100286605,cytosolic carboxypeptidase 6
NC_027303.1,67325072,Intron,20.25,6.1E-20,106603792,LOC106603792,GRAM domain-containing protein 1B-like
NC_027304.1,36934005,Intron,23.98,6.3E-20,106604848,LOC106604848,platelet-derived growth factor receptor beta-like
NC_027303.1,75175262,Flanks,26.67,6.4E-20,106603924,LOC106603924,glutamate receptor 1-like
NC_027315.1,61842094,P6K,24.4,6.5E-20,106574316,LOC106574316,T-cell-specific surface glycoprotein CD28-like
NC_027300.1,121469333,Intron,27.99,6.5E-20,106564816,LOC106564816,solute carrier family 35 member E4-like
NC_027300.1,20800252,Intron,26.12,6.6E-20,106579967,LOC106579967,low density lipoprotein receptor adapter protein 1-B-like
NC_027301.1,45665750,Flanks,32.17,6.8E-20,106588103,LOC106588103,platelet endothelial cell adhesion molecule-like
NC_027316.1,43472131,P6K,35.36,7.0E-20,106576230,LOC106576230,tetratricopeptide repeat protein GNN-like
NC_027301.1,23253517,Intron,20.32,7.2E-20,106581016,LOC106581016,sterol regulatory element-binding protein cleavage-activating protein-like
NC_027306.1,34777459,Intron,-21.09,7.3E-20,106609224,LOC106609224,"caldesmon, smooth muscle-like"
NW_012354899.1,763,Flanks,-20.35,7.3E-20,106595197,LOC106595197,voltage-dependent T-type calcium channel subunit alpha-1H-like
NC_027309.1,37238088,Intron,25.55,7.8E-20,106560380,LOC106560380,rho GTPase-activating protein 39-like
NC_027303.1,32553518,Intron,-22.36,8.2E-20,106602935,LOC106602935,calcium/calmodulin-dependent protein kinase type II subunit alpha
NC_027322.1,16944011,Intron,22.91,8.6E-20,106584159,LOC106584159,transforming growth factor beta receptor type 3-like
NC_027313.1,37973866,P6K,20.18,8.8E-20,106569517,LOC106569517,semaphorin-6B-like
NC_027301.1,63117933,P6K,-28.49,8.9E-20,106592286,cAMP-dependent protein kinase catalytic subunit alpha-like,cAMP-dependent protein kinase catalytic subunit alpha-like
NW_012347811.1,16895,Exon,-35.68,9.2E-20,106592199,LOC106592199,protein FAM83G-like
NC_027323.1,7080898,Intron,-31.12,9.8E-20,106585171,LOC106585171,G protein-coupled receptor kinase 5-like
NC_027318.1,62477791,Intron,29.96,1.0E-19,106579411,afap1l2,actin filament associated protein 1 like 2
NC_027321.1,5867573,Intron,-38.4,1.0E-19,106582676,LOC106582676,rho GTPase-activating protein 40-like
NC_027305.1,35044318,Intron,-27.27,1.0E-19,100380767,myoferlin,myoferlin
NC_027300.1,111017962,Intron,-22.29,1.1E-19,106561653,rabgap1,RAB GTPase activating protein 1
NC_027301.1,20137629,Intron,-27.85,1.1E-19,106579904,LOC106579904,growth factor receptor-bound protein 10-like
NC_027312.1,97841407,Flanks,-38.53,1.1E-19,106568459,LOC106568459,UV excision repair protein RAD23 homolog B-like
NC_027308.1,57713744,Intron,-30.97,1.1E-19,106611599,LOC106611599,protocadherin-12-like
NC_027310.1,66544540,Flanks,25.69,1.1E-19,106563270,LOC106563270,pappalysin-1-like
NC_027321.1,51266758,Flanks,23.66,1.1E-19,100194873,ncoa5,nuclear receptor coactivator 5
NC_027313.1,7569162,Intron,-35.84,1.2E-19,106568797,LOC106568797,homeobox protein Mohawk-like
NC_027311.1,41478772,P6K,-23.17,1.2E-19,106565225,LOC106565225,V-set and transmembrane domain-containing protein 2-like protein
NC_027317.1,44656572,Intron,39.57,1.2E-19,106577493,LOC106577493,VPS10 domain-containing receptor SorCS2-like
NC_027304.1,47497975,Intron,34.15,1.2E-19,100195360,sybu,syntabulin (syntaxin-interacting)
NC_027308.1,97882657,Flanks,-22.14,1.3E-19,106612464,LOC106612464,sodium channel subunit beta-3-like
NC_027319.1,59762028,P6K,-21.82,1.3E-19,106581159,LOC106581159,uncharacterized protein C11orf57-like
NC_027316.1,7336558,Intron,21.87,1.4E-19,106575210,LOC106575210,double-stranded RNA-specific editase 1-like
NC_027303.1,36411000,Flanks,26.25,1.4E-19,106603110,LOC106603110,neuronal migration protein doublecortin-like
NC_027312.1,46953028,P6K,-27.45,1.4E-19,101448017,Histone deacetylase complex subunit SAP30L,Histone deacetylase complex subunit SAP30L
NC_027300.1,150212461,P6K,25.01,1.6E-19,106571615,LOC106571615,gamma-secretase subunit Aph-1b-like
NC_027321.1,47700967,Flanks,-20.44,1.6E-19,106583642,LOC106583642,"thioredoxin reductase 1, cytoplasmic-like"
NC_027300.1,49449426,Intron,-42.01,1.6E-19,106604744,LOC106604744,poly(rC)-binding protein 3-like
NC_027314.1,96359519,Intron,29.6,1.7E-19,106572839,LOC106572839,proline synthase co-transcribed bacterial homolog protein-like
NC_027309.1,66219773,Flanks,23.76,1.8E-19,106561084,LOC106561084,G/T mismatch-specific thymine DNA glycosylase-like
NC_027305.1,35542662,Intron,-34.42,1.8E-19,106607349,LOC106607349,heparan sulfate glucosamine 3-O-sulfotransferase 4-like
NC_027309.1,47709517,Flanks,20.45,1.8E-19,106560577,LOC106560577,occludin-like
NC_027309.1,20289793,P6K,-29.69,1.9E-19,106613778,LOC106613778,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3
NC_027308.1,70481319,P1K,-25.38,2.0E-19,106611927,LOC106611927,5-hydroxytryptamine receptor 4-like
NC_027305.1,18364981,Intron,-20.87,2.0E-19,106606702,cytoplasmic phosphatidylinositol transfer protein 1-like,cytoplasmic phosphatidylinositol transfer protein 1-like
NC_027302.1,57378401,Intron,28.35,2.0E-19,100194486,hoxb3aa,homeobox protein HoxB3aa
NC_027307.1,15115580,Intron,-29.79,2.0E-19,106610223,LOC106610223,endothelin B receptor-like
NC_027318.1,6486389,Intron,-20.5,2.1E-19,106578357,tdrd1,tudor domain containing 1
NC_027308.1,52957138,Intron,-23.55,2.1E-19,106611539,LOC106611539,LIM and calponin homology domains-containing protein 1-like
NC_027322.1,8019711,Intron,24.42,2.2E-19,106584023,LOC106584023,low-density lipoprotein receptor-related protein 8-like
NC_027313.1,14272824,Intron,27.17,2.3E-19,106568916,LOC106568916,rab effector MyRIP-like
NC_027312.1,43460714,Intron,-22.19,2.3E-19,106567295,"protein kinase C and casein kinase substrate in neurons protein 1-like, transcript variant X3",protein kinase C and casein kinase substrate in neurons protein 1-like
NC_027321.1,4895928,Exon,21.26,2.4E-19,106582669,gli1,GLI family zinc finger 1
NC_027314.1,1998647,P1K,-22.48,2.5E-19,106570834,LOC106570834,ectoderm-neural cortex protein 1-like
NC_027311.1,74773501,P6K,28.82,2.6E-19,106565937,LOC106565937,tumor necrosis factor receptor superfamily member 21-like
NC_027315.1,52053425,Intron,-23.18,2.8E-19,106574153,LOC106574153,receptor-type tyrosine-protein phosphatase S-like
NC_027306.1,11613401,Intron,-30.07,2.8E-19,106608688,LOC106608688,neurexin-2-like
NC_027318.1,69834714,Intron,-20.14,3.0E-19,106579565,LOC106579565,dipeptidyl aminopeptidase-like protein 6
NC_027308.1,99822518,Intron,-24.33,3.0E-19,106612745,dscaml1,DS cell adhesion molecule like 1
NC_027311.1,20678165,Intron,-20.83,3.1E-19,106564664,LOC106564664,septin-9-like
NC_027310.1,5171425,Intron,21.73,3.2E-19,106561901,low-density lipoprotein receptor-related protein 4-like,low-density lipoprotein receptor-related protein 4-like
NC_027301.1,62413828,P6K,-35.29,3.7E-19,106591736,LOC106591736,zinc finger matrin-type protein 4-like
NC_027317.1,9658482,P6K,-31.77,3.8E-19,106576767,LOC106576767,homeobox protein OTX1 B-like
NC_027306.1,6966750,Exon,26.05,3.9E-19,106608544,LOC106608544,protocadherin-7-like
NC_027321.1,51266740,Flanks,22.86,3.9E-19,100194873,ncoa5,nuclear receptor coactivator 5
NW_012355159.1,6179,Exon,24.51,4.0E-19,106595295,thrombospondin type-1 domain-containing protein 4-like,thrombospondin type-1 domain-containing protein 4-like
NC_027300.1,82569603,Intron,23.13,4.2E-19,106610838,brefeldin A-inhibited guanine nucleotide-exchange protein 3-like,brefeldin A-inhibited guanine nucleotide-exchange protein 3-like
NC_027302.1,8040577,Exon,29.88,4.4E-19,106598121,LOC106598121,uncharacterized LOC106598121
NC_027311.1,44825293,Intron,-28.38,4.5E-19,106565160,LOC106565160,serine/threonine-protein kinase WNK2-like
NC_027300.1,100346336,P6K,-33.21,6.1E-19,106613683,LOC106613683,predicted GPI-anchored protein 58
