Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027300.1,15974508,Intron,28.15,5.5E-20,106570958,LOC106570958,estrogen-related receptor gamma-like
NC_027303.1,48974286,P1K,20.77,6.0E-20,106603540,LOC106603540,protein Wnt-11-like
NC_027327.1,2070198,Intron,-23.43,6.0E-20,106589304,LOC106589304,thyroid hormone receptor alpha-like
NC_027326.1,31154974,Intron,-20.0,6.2E-20,100194979,elmo1,"engulfment and cell motility 1 (ced-12 homolog, C. elegans)"
NC_027300.1,64201669,Intron,-21.81,6.7E-20,106607602,LOC106607602,"glutamate receptor ionotropic, delta-1-like"
NC_027306.1,21436306,Intron,26.56,7.0E-20,106608872,LOC106608872,shootin-1-like
NC_027319.1,42452844,Intron,21.76,7.0E-20,106580658,LOC106580658,protein FAM188B2
NC_027308.1,11163573,Exon,-36.67,7.2E-20,106610702,LOC106610702,membrane-bound O-acyltransferase domain-containing protein 2-like
NC_027301.1,27559623,Intron,24.17,7.2E-20,106582734,LOC106582734,igLON family member 5-like
NC_027310.1,66826335,Intron,29.33,7.5E-20,106563268,LOC106563268,astrotactin-2-like
NC_027314.1,47467930,Intron,-25.77,8.0E-20,106571582,LOC106571582,MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like
NC_027310.1,38057054,Exon,-22.47,8.1E-20,106562648,"aryl-hydrocarbon receptor nuclear translocator 2, transcript variant X2",aryl hydrocarbon receptor nuclear translocator 2
NC_027321.1,45976105,Intron,35.75,8.5E-20,106583586,LOC106583586,plexin-A1-like
NC_027313.1,54609660,Flanks,30.07,8.6E-20,106570062,LOC106570062,sperm acrosome membrane-associated protein 4-like
NC_027305.1,58048537,Intron,-30.02,9.1E-20,106607791,mllt4,"afadin, adherens junction formation factor"
NC_027319.1,18700966,Flanks,-41.64,9.2E-20,106580219,LOC106580219,protein GUCD1-like
NC_027308.1,21506713,Exon,-33.78,9.5E-20,106611071,LOC106611071,regulator of G-protein signaling 6-like
NC_027327.1,1048739,P6K,29.0,9.8E-20,106589282,"SNF8, ESCRT-II complex subunit",SNF8 subunit of ESCRT-II
NC_027309.1,37349252,Intron,-24.47,9.8E-20,106560380,LOC106560380,rho GTPase-activating protein 39-like
NC_027306.1,16903464,Intron,-24.64,1.0E-19,106608787,LOC106608787,ATP-binding cassette sub-family A member 1-like
NC_027321.1,2670994,Intron,21.18,1.0E-19,106582641,fer-1-like protein 4,fer-1-like protein 4
NC_027319.1,45175540,Flanks,20.43,1.1E-19,106580886,uncharacterized LOC106580886,uncharacterized LOC106580886
NW_012347368.1,16970,Intron,34.79,1.1E-19,106591898,LOC106591898,protein FAM111A-like
NC_027302.1,56405683,Intron,23.25,1.1E-19,106600859,LOC106600859,retinoic acid receptor alpha-B
NC_027320.1,10038700,Intron,26.27,1.2E-19,106581700,LOC106581700,inactive dipeptidyl peptidase 10-like
NC_027314.1,7812666,Intron,-29.22,1.2E-19,106570940,LOC106570940,atrial natriuretic peptide receptor 3-like
NC_027301.1,20854094,Intron,-26.1,1.3E-19,106580029,LOC106580029,integrin alpha-8-like
NC_027324.1,19449132,Exon,-27.65,1.3E-19,106586305,LOC106586305,uncharacterized LOC106586305
NC_027313.1,77335190,Intron,-31.77,1.3E-19,106570454,vps50,VPS50 subunit of EARP/GARPII complex
NC_027303.1,21260524,Intron,-20.81,1.3E-19,106602757,ctnna2,catenin alpha 2
NC_027303.1,72834057,Intron,-21.58,1.3E-19,106603869,LOC106603869,neuron-specific protein family member 2-like
NC_027318.1,26764324,Exon,-33.13,1.3E-19,106578606,LOC106578606,homeobox protein engrailed-2a-like
NC_027312.1,90068162,Intron,-25.7,1.4E-19,100380357,s26a2,Sulfate transporter
NC_027317.1,11118152,Intron,-34.86,1.4E-19,106576740,park2,parkin RBR E3 ubiquitin protein ligase
NC_027318.1,62177795,Intron,31.69,1.4E-19,106579407,LOC106579407,uncharacterized LOC106579407
NC_027305.1,65320271,Intron,-26.32,1.5E-19,106607986,LOC106607986,uronyl 2-sulfotransferase-like
NC_027305.1,67208351,Exon,26.96,1.5E-19,106608014,tmem181,transmembrane protein 181
NC_027306.1,18556768,P6K,20.09,1.6E-19,106608707,LOC106608707,uncharacterized LOC106608707
NC_027318.1,53412930,Intron,24.73,1.6E-19,106579215,wdr90,WD repeat domain 90
NC_027314.1,103273813,Flanks,-20.44,1.7E-19,106572998,LOC106572998,CD9 antigen-like
NC_027309.1,84854174,Intron,22.43,1.7E-19,106561189,LOC106561189,FERM domain-containing protein 4A-like
NC_027303.1,15632295,Flanks,32.35,1.8E-19,106602602,ATP-binding cassette sub-family A member 1-like,ATP-binding cassette sub-family A member 1-like
NC_027308.1,69587600,Intron,-20.98,2.0E-19,106611943,LOC106611943,collagen alpha-1(XXIII) chain-like
NC_027310.1,38057049,Exon,-21.75,2.1E-19,106562648,"aryl-hydrocarbon receptor nuclear translocator 2, transcript variant X2",aryl hydrocarbon receptor nuclear translocator 2
NC_027310.1,38057016,Exon,-21.75,2.1E-19,106562648,"aryl-hydrocarbon receptor nuclear translocator 2, transcript variant X2",aryl hydrocarbon receptor nuclear translocator 2
NC_027325.1,28578560,Flanks,23.68,2.1E-19,106587562,LOC106587562,thrombospondin type-1 domain-containing protein 4-like
NC_027323.1,30507042,Intron,-24.43,2.2E-19,100195899,osteoclast stimulating factor 1,osteoclast stimulating factor 1
NC_027319.1,8708105,Intron,-26.98,2.2E-19,106580147,kiaa0825,KIAA0825 ortholog
NC_027319.1,16328299,P1K,-22.32,2.2E-19,106580048,LOC106580048,mothers against decapentaplegic homolog 2-like
NC_027324.1,33078276,Intron,-25.35,2.2E-19,106586627,LOC106586627,vang-like protein 1
NC_027313.1,3419939,Exon,23.58,2.3E-19,106568634,fam134b,reticulophagy regulator 1
NC_027316.1,11596075,Intron,33.5,2.4E-19,106575281,LOC106575281,E3 ubiquitin-protein ligase Midline-1-like
NC_027304.1,56286299,Intron,20.19,2.4E-19,106605302,LOC106605302,uncharacterized LOC106605302
NC_027309.1,92418567,Flanks,20.0,2.4E-19,106561296,znf774,zinc finger protein 774
NC_027311.1,42285172,Intron,-34.68,2.5E-19,106565213,plxna1,plexin A1
NC_027321.1,29445212,Intron,23.89,2.5E-19,106583145,LOC106583145,collagen alpha-1(VII) chain-like
NC_027300.1,38642730,Intron,-33.0,2.6E-19,106601783,LOC106601783,gephyrin-like
NC_027311.1,41596792,Flanks,-27.52,2.7E-19,106565224,LOC106565224,protein-glutamine gamma-glutamyltransferase 2-like
NC_027322.1,16943998,Intron,23.5,2.8E-19,106584159,LOC106584159,transforming growth factor beta receptor type 3-like
NC_027306.1,32008666,Intron,-21.23,2.9E-19,106609109,LOC106609109,TBC1 domain family member 22B-like
NC_027314.1,81136973,Intron,39.2,3.0E-19,106572392,LOC106572392,calmodulin-binding transcription activator 1-like
NC_027300.1,119652661,Intron,37.52,3.1E-19,106564165,LOC106564165,protein FAM222A-like
NC_027326.1,17230256,Intron,-23.45,3.1E-19,106588620,LOC106588620,collagen alpha-1(XXII) chain-like
NC_027300.1,111623697,Intron,31.5,3.3E-19,106561807,LOC106561807,integrin alpha-2-like
NC_027318.1,18609530,Intron,20.08,3.4E-19,106578549,LOC106578549,MAGUK p55 subfamily member 7-like
NC_027319.1,42016477,Flanks,24.14,3.5E-19,106580649,LOC106580649,60S ribosomal protein L35a
NC_027300.1,65482879,Intron,-25.44,3.5E-19,106605685,LOC106605685,formin-2-like
NC_027325.1,28578601,Flanks,20.35,3.7E-19,106587562,LOC106587562,thrombospondin type-1 domain-containing protein 4-like
NC_027314.1,31653292,Flanks,25.97,3.8E-19,106571367,LOC106571367,tumor protein D53 homolog
NC_027309.1,98060569,Flanks,-20.74,3.9E-19,106561359,LOC106561359,fibroblast growth factor 6-like
NC_027318.1,59537225,Exon,-23.57,3.9E-19,106579089,LOC106579089,alpha-tectorin-like
NC_027314.1,47499847,Intron,-26.96,4.1E-19,106571582,LOC106571582,MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like
NC_027318.1,16760620,Flanks,-20.14,4.4E-19,100196412,LOC100196412,Krueppel-like factor 6
NC_027325.1,27039482,Intron,30.12,4.5E-19,106587529,sox6,SRY-box 6
NC_027320.1,31940223,Intron,-22.66,4.6E-19,106582188,LOC106582188,ephrin type-A receptor 6-like
NC_027308.1,72205101,Intron,-22.61,4.6E-19,106611984,LOC106611984,X-linked interleukin-1 receptor accessory protein-like 2
NC_027327.1,26340962,Intron,-28.53,4.6E-19,106589783,LOC106589783,"KH domain-containing, RNA-binding, signal transduction-associated protein 2-like"
NC_027319.1,67238228,Flanks,20.45,4.7E-19,100194960,acid phosphatase-like 2,acid phosphatase-like 2
NC_027312.1,21910240,Flanks,25.91,4.8E-19,106566691,LOC106566691,vesicle-associated membrane protein-associated protein B-like
NC_027321.1,21818917,Intron,21.36,5.6E-19,100380579,"membrane associated guanylate kinase, WW and PDZ domain containing 2","membrane associated guanylate kinase, WW and PDZ domain containing 2"
NC_027314.1,28965978,Intron,-20.02,5.6E-19,106571329,LOC106571329,ephrin type-A receptor 7-like
NC_027321.1,29235321,Intron,32.62,5.8E-19,100195403,ip6k2,inositol hexaphosphate kinase 2
NC_027305.1,40026867,Flanks,-21.69,5.9E-19,106607416,perforin-1-like,perforin-1-like
NC_027307.1,7311552,Exon,-22.12,6.0E-19,106610000,LOC106610000,storkhead-box protein 2-like
NC_027315.1,72499900,Intron,-21.01,6.2E-19,106574488,LOC106574488,UPF0392 protein F13G3.3-like
NC_027326.1,3554041,Intron,-20.04,6.3E-19,106588219,LOC106588219,protein PRRC2A-like
NC_027304.1,60640354,Intron,32.99,6.3E-19,106605399,LOC106605399,"dynein heavy chain 5, axonemal-like"
NC_027302.1,14546128,Intron,31.09,6.4E-19,106599072,LOC106599072,schwannomin-interacting protein 1-like
NC_027300.1,25100390,Exon,-30.14,6.6E-19,106592678,aldh6a1,aldehyde dehydrogenase 6 family member A1
NC_027318.1,49244187,Intron,33.0,6.8E-19,106579026,LOC106579026,transcription factor 7-like 2
NC_027319.1,59015313,Intron,-21.03,6.9E-19,106581170,LOC106581170,reticulon-4 receptor-like 1
NC_027315.1,52563321,P1K,29.97,7.3E-19,106574137,LOC106574137,ubiquitin carboxyl-terminal hydrolase 13-like
NC_027322.1,6331344,Intron,31.15,7.8E-19,106584006,LOC106584006,kinesin-associated protein 3-like
NC_027308.1,4144547,Intron,-32.1,8.0E-19,106610611,GTP cyclohydrolase 1,GTP cyclohydrolase 1
NC_027324.1,1467516,Flanks,-40.63,8.3E-19,106586037,LOC106586037,phospholipase D1-like
NC_027311.1,38496081,Intron,20.52,8.8E-19,106565276,LOC106565276,alpha-1-syntrophin-like
NC_027309.1,99151728,Exon,-23.07,9.2E-19,106561457,LOC106561457,uncharacterized LOC106561457
NC_027319.1,49851792,Intron,-28.83,9.7E-19,106580848,LOC106580848,sodium/calcium exchanger 2-like
NC_027303.1,36360360,Intron,-20.42,9.7E-19,106603110,LOC106603110,neuronal migration protein doublecortin-like
NC_027306.1,21075341,Intron,-37.21,9.7E-19,106608808,poln,DNA polymerase nu
NC_027313.1,61741584,Intron,-38.5,9.8E-19,106569870,LOC106569870,brevican core protein-like
NC_027302.1,59028806,Flanks,-22.08,9.9E-19,106600977,LOC106600977,histone acetyltransferase KAT2A
NC_027318.1,19367981,Intron,-30.06,9.9E-19,106578556,LOC106578556,supervillin-like
NC_027304.1,49510751,Intron,-25.55,1.0E-18,106605077,LOC106605077,zinc finger protein 407-like
NC_027301.1,13958215,Intron,-25.96,1.1E-18,100142630,fxyd8,FXYD domain containing ion transport regulator 8
NC_027314.1,22143931,Intron,-21.27,1.1E-18,106571159,eva1a,"eva-1 homolog A, regulator of programmed cell death"
NC_027317.1,21494641,Intron,-20.12,1.1E-18,106577059,LOC106577059,uncharacterized LOC106577059
NC_027308.1,115499824,Intron,-44.93,1.1E-18,106613025,ncam1,neural cell adhesion molecule 1
NC_027317.1,8065747,Flanks,23.97,1.1E-18,106576918,LOC106576918,homeobox protein vent1-like
NC_027300.1,70583464,Intron,23.57,1.1E-18,106608383,LOC106608383,zinc finger CCHC domain-containing protein 24-like
NC_027319.1,13145745,Intron,-23.04,1.1E-18,106580110,acacb,acetyl-CoA carboxylase beta
NC_027302.1,38089896,Intron,20.0,1.2E-18,106600013,sirt6,sirtuin 6
NC_027319.1,6807617,Intron,-22.72,1.2E-18,106580171,LOC106580171,"glutamate receptor ionotropic, delta-2-like"
NC_027310.1,17294817,P6K,30.4,1.2E-18,106562128,LOC106562128,meiotic recombination protein REC114-like
NC_027319.1,28418772,Exon,-22.54,1.3E-18,106580291,LOC106580291,THO complex subunit 5 homolog
NC_027303.1,2445554,P6K,24.05,1.3E-18,106602230,LOC106602230,erythroblast NAD(P)(+)--arginine ADP-ribosyltransferase-like
NC_027308.1,80713424,Exon,29.51,1.4E-18,106612162,LOC106612162,E3 ubiquitin-protein ligase XIAP-like
NC_027310.1,57678533,Flanks,-39.09,1.4E-18,106563039,LOC106563039,homeobox protein orthopedia B-like
NC_027314.1,32807733,Flanks,23.02,1.4E-18,106571380,LOC106571380,DNA helicase MCM9-like
NC_027302.1,13514654,Intron,36.49,1.4E-18,106599005,LOC106599005,phosphatidylinositol 3-kinase regulatory subunit beta-like
NC_027316.1,53229973,Exon,-22.39,1.6E-18,106576559,LOC106576559,protein piccolo-like
NC_027300.1,6720933,Intron,-20.53,1.6E-18,106607016,LOC106607016,zinc finger protein 11-like
NC_027305.1,74437667,P6K,26.41,1.6E-18,106608148,LOC106608148,disks large-associated protein 2-like
NC_027319.1,25853018,P6K,-29.43,1.6E-18,100195679,tmed2,transmembrane emp24 domain trafficking protein 2
NC_027313.1,8625585,Intron,20.45,1.6E-18,106568715,LOC106568715,low-density lipoprotein receptor-related protein 8-like
NC_027311.1,44853466,Intron,-30.52,1.7E-18,106565160,LOC106565160,serine/threonine-protein kinase WNK2-like
NC_027308.1,46859707,Intron,25.42,1.7E-18,106611463,pacs2,phosphofurin acidic cluster sorting protein 2
NC_027319.1,42016469,Flanks,20.53,1.7E-18,106580649,LOC106580649,60S ribosomal protein L35a
NC_027319.1,7336101,Exon,-28.95,1.8E-18,106580163,LOC106580163,G-protein coupled receptor 98-like
NC_027326.1,17235845,P6K,-22.87,1.9E-18,106588620,LOC106588620,collagen alpha-1(XXII) chain-like
NC_027324.1,2692250,Intron,-20.51,1.9E-18,106586049,LOC106586049,dachshund homolog 1-like
NC_027320.1,6349395,Flanks,-24.22,1.9E-18,106581673,LOC106581673,COP9 signalosome complex subunit 8
NC_027314.1,66985718,Exon,24.23,2.0E-18,106572195,plod1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
NC_027311.1,22931079,Intron,-28.61,2.1E-18,106564956,LOC106564956,"keratin, type I cytoskeletal 18-A-like"
NC_027324.1,22534839,Flanks,-42.21,2.1E-18,106586421,LOC106586421,"sterol 26-hydroxylase, mitochondrial-like"
NC_027318.1,20470314,Intron,-34.31,2.1E-18,106578564,LOC106578564,cadherin-18-like
NC_027308.1,29844140,Intron,-23.39,2.2E-18,106611158,LOC106611158,spermatogenesis-associated protein 7 homolog
NC_027313.1,5259883,Intron,-26.92,2.2E-18,106568668,LOC106568668,FAST kinase domain-containing protein 3-like
NW_012367313.1,2013,Exon,21.13,2.2E-18,106597635,uncharacterized LOC106597635,uncharacterized LOC106597635
NC_027314.1,41836556,Intron,-31.25,2.3E-18,106571678,LOC106571678,neurexin-3b
NC_027322.1,44978723,P6K,24.49,2.5E-18,106584770,slc17a6,solute carrier family 17 member 6
NC_027311.1,57743926,Flanks,-42.14,2.5E-18,106565555,LOC106565555,actin-related protein 2/3 complex subunit 4
NC_027317.1,30045698,Intron,-25.25,2.5E-18,106577249,LOC106577249,cell division cycle and apoptosis regulator protein 1-like
NC_027312.1,78618467,Intron,-29.41,2.5E-18,106567858,LOC106567858,ribose-phosphate pyrophosphokinase 1-like
NC_027308.1,26384202,Exon,20.44,2.6E-18,106610916,LOC106610916,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1-like"
NC_027313.1,25616819,Intron,26.24,2.6E-18,106569210,LOC106569210,"vesicular, overexpressed in cancer, prosurvival protein 1-like"
NC_027300.1,51960876,P6K,-29.08,2.6E-18,106605046,pwwp2b,PWWP domain containing 2B
NC_027314.1,93176879,Exon,28.45,2.8E-18,106572761,LOC106572761,mitogen-activated protein kinase 14A-like
NC_027301.1,61223347,Exon,24.11,2.8E-18,106591520,palmitoleoyl-protein carboxylesterase notum1a-like,palmitoleoyl-protein carboxylesterase notum1a-like
NC_027321.1,59738327,Flanks,28.52,2.8E-18,100286736,Dual specificity protein phosphatase 7,Dual specificity protein phosphatase 7
NC_027309.1,75520158,Intron,24.8,2.9E-18,106560936,jph3,junctophilin 3
NC_027308.1,53554141,Intron,-24.41,3.0E-18,106611554,LOC106611554,follistatin-related protein 5-like
NC_027315.1,52645690,Intron,28.93,3.0E-18,106574138,LOC106574138,PEX5-related protein-like
NC_027315.1,61841964,P6K,35.0,3.1E-18,106574316,LOC106574316,T-cell-specific surface glycoprotein CD28-like
NC_027326.1,21968168,Flanks,-43.26,3.1E-18,106588693,LOC106588693,adenylate cyclase type 2-like
NC_027308.1,82498364,Intron,26.94,3.2E-18,106612192,LOC106612192,neuroligin-3-like
NC_027308.1,121955332,Intron,33.67,3.2E-18,106613064,LOC106613064,endothelin-converting enzyme-like 1
NC_027300.1,140558957,Intron,-23.05,3.2E-18,106568866,LOC106568866,epidermal growth factor-like protein 7
NC_027318.1,26764358,Exon,-31.53,3.3E-18,106578606,LOC106578606,homeobox protein engrailed-2a-like
NC_027310.1,57522215,Intron,36.11,3.3E-18,106563096,LOC106563096,butyrophilin subfamily 1 member A1-like
NC_027306.1,27287763,Intron,-22.46,3.3E-18,106609052,LOC106609052,diacylglycerol kinase delta-like
NC_027312.1,26830727,Intron,-22.46,3.3E-18,106566818,LOC106566818,"solute carrier family 2, facilitated glucose transporter member 1-like"
NC_027317.1,59141537,Exon,-21.5,3.5E-18,106577858,LOC106577858,galactose-3-O-sulfotransferase 3-like
NC_027304.1,61665521,Flanks,-22.56,3.5E-18,106605487,LOC106605487,histone-lysine N-methyltransferase PRDM9-like
NC_027309.1,61785031,P6K,-29.93,3.6E-18,106560793,LOC106560793,piggyBac transposable element-derived protein 4-like
NC_027308.1,57399985,Intron,22.57,3.9E-18,100194694,sqstm1,sequestosome 1
NW_012352847.1,6818,Intron,22.35,3.9E-18,106594483,LOC106594483,glucagon receptor-like
NC_027315.1,30921928,Flanks,31.87,3.9E-18,106573731,LOC106573731,heat shock factor protein 1-like
NC_027306.1,39702048,Exon,-28.75,4.1E-18,106609269,itih5,inter-alpha-trypsin inhibitor heavy chain 5
NC_027314.1,52235244,Exon,-24.62,4.1E-18,106571831,samd5,sterile alpha motif domain containing 5
NC_027302.1,30295917,Exon,23.86,4.2E-18,106599779,LOC106599779,voltage-dependent R-type calcium channel subunit alpha-1E-like
NC_027323.1,7039023,Exon,29.61,4.5E-18,106585173,LOC106585173,BAG family molecular chaperone regulator 4-like
NC_027318.1,1976164,Intron,-28.38,4.5E-18,106578316,LOC106578316,retinoic acid receptor alpha-A-like
NC_027319.1,11655830,Intron,36.39,4.7E-18,106580238,LOC106580238,uncharacterized LOC106580238
NC_027323.1,38706956,Intron,25.96,4.9E-18,106585836,grid2,glutamate ionotropic receptor delta type subunit 2
NC_027315.1,9198884,Flanks,22.37,5.1E-18,106573163,AMP deaminase 3-like,AMP deaminase 3-like
NC_027310.1,81267571,Flanks,20.96,5.2E-18,106563708,LOC106563708,uncharacterized LOC106563708
NC_027326.1,33744674,Exon,-30.6,5.3E-18,106588997,LOC106588997,CUB and sushi domain-containing protein 3-like
NC_027301.1,47047051,Intron,-45.35,5.4E-18,106587417,LOC106587417,serine/threonine-protein kinase N2-like
NC_027324.1,22534836,Flanks,-37.93,5.4E-18,106586421,LOC106586421,"sterol 26-hydroxylase, mitochondrial-like"
NC_027319.1,53985299,Exon,20.75,5.7E-18,100196758,mab-21-like 1,mab-21-like 1
NC_027311.1,38479179,Intron,-22.28,6.1E-18,106565276,LOC106565276,alpha-1-syntrophin-like
NC_027310.1,81886616,Intron,24.54,6.1E-18,106563668,LOC106563668,putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13
NC_027318.1,4386615,Flanks,23.27,6.3E-18,106578335,LOC106578335,calpain-15-like
NC_027309.1,72696481,Intron,-23.03,6.7E-18,106560989,LOC106560989,potassium voltage-gated channel subfamily KQT member 1-like
NC_027308.1,56914582,Intron,-20.84,6.8E-18,106611587,LOC106611587,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2
NC_027327.1,12042707,Intron,29.22,7.0E-18,106589488,myocd,myocardin
NC_027320.1,12180521,Exon,-26.42,7.1E-18,106581842,LOC106581842,uncharacterized LOC106581842
NC_027300.1,127247371,Exon,-21.36,7.2E-18,106565903,LOC106565903,pappalysin-1-like
NC_027311.1,66683554,Intron,-29.48,7.6E-18,106565849,LOC106565849,calcium-dependent secretion activator 1
NC_027312.1,17681184,P6K,25.86,7.7E-18,106566632,wdr46,WD repeat domain 46
NC_027317.1,4692547,Intron,-23.87,7.8E-18,106576850,rrp12,ribosomal RNA processing 12 homolog
NC_027302.1,15028992,P6K,28.16,8.3E-18,106599100,LOC106599100,nucleoprotein TPR-like
NC_027304.1,39976426,Intron,24.82,8.4E-18,106604930,LOC106604930,5-hydroxytryptamine receptor 4-like
NC_027319.1,1368498,Flanks,28.25,8.4E-18,106579816,LOC106579816,kelch-like protein diablo
NC_027300.1,152182084,Intron,-20.05,8.8E-18,106571753,pbx3,PBX homeobox 3
NC_027325.1,13460379,Flanks,-20.85,9.4E-18,106587295,LOC106587295,alanine aminotransferase 2-like
NC_027312.1,68521366,Flanks,-27.77,9.7E-18,106567686,dyrk1a,dual specificity tyrosine phosphorylation regulated kinase 1A
NC_027301.1,26178751,Intron,-31.88,9.8E-18,106582196,LOC106582196,von Willebrand factor D and EGF domain-containing protein-like
NC_027317.1,9463628,Intron,32.06,1.0E-17,106576771,LOC106576771,serine/threonine-protein kinase 32C-like
NC_027309.1,62606866,Flanks,35.95,1.0E-17,100195276,snurportin 1,snurportin 1
NC_027317.1,62907857,Exon,31.18,1.0E-17,106577965,LOC106577965,tripartite motif-containing protein 7-like
NC_027312.1,67143810,Intron,20.79,1.0E-17,106567728,LOC106567728,neural cell adhesion molecule 1-like
NC_027321.1,22301556,P1K,23.77,1.0E-17,106582947,LOC106582947,guanylin-like
NC_027315.1,12942348,Exon,37.25,1.1E-17,106573195,LOC106573195,solute carrier family 45 member 3-like
NC_027309.1,14668152,Intron,27.9,1.1E-17,100196107,Arrestin domain-containing protein 3,Arrestin domain-containing protein 3
NC_027300.1,124730425,Flanks,-28.93,1.1E-17,106565473,LOC106565473,"glutamate receptor ionotropic, NMDA 1-like"
NC_027305.1,37012426,Intron,-27.37,1.1E-17,106607315,LOC106607315,unconventional myosin-X-like
NC_027306.1,22911011,Intron,-23.77,1.1E-17,106608940,LOC106608940,acetylcholinesterase-like
NC_027320.1,16670567,Intron,-31.17,1.2E-17,106581761,LOC106581761,neurabin-1-like
NC_027314.1,66767768,Intron,20.21,1.2E-17,106572198,prdm16,PR/SET domain 16
NC_027301.1,48277417,Intron,24.58,1.2E-17,106587099,LOC106587099,ubiquitin carboxyl-terminal hydrolase 43-like
NC_027308.1,29844108,Intron,-25.92,1.2E-17,106611158,LOC106611158,spermatogenesis-associated protein 7 homolog
NC_027303.1,16003709,Flanks,33.22,1.2E-17,106602648,LOC106602648,L-asparaginase-like
NC_027315.1,32559189,Intron,27.21,1.3E-17,106573702,LOC106573702,cadherin-13-like
NC_027324.1,9751657,Intron,-21.0,1.4E-17,106586127,LOC106586127,villin-1-like
NC_027300.1,21836362,Intron,25.71,1.4E-17,106581715,LOC106581715,glycine-rich cell wall structural protein-like
NC_027312.1,46953028,P6K,-26.72,1.4E-17,101448017,Histone deacetylase complex subunit SAP30L,Histone deacetylase complex subunit SAP30L
NC_027308.1,120346957,Intron,-25.08,1.5E-17,106613099,LOC106613099,seizure protein 6 homolog
NC_027309.1,87144807,P1K,31.5,1.5E-17,100380815,sephs1,selenophosphate synthetase 1
NW_012348792.1,10468,P250,24.92,1.5E-17,106592778,LOC106592778,neurotrypsin-like
NC_027327.1,25951334,Intron,-24.25,1.5E-17,106589775,LOC106589775,slit homolog 2 protein-like
NC_027302.1,51812946,Flanks,-28.91,1.5E-17,106600746,LOC106600746,double C2-like domain-containing protein alpha
NC_027303.1,37232305,P6K,-25.98,1.6E-17,100286494,Ribosomal protein S6 kinase alpha-5,Ribosomal protein S6 kinase alpha-5
NC_027327.1,36381962,Exon,-37.65,1.6E-17,106589955,LOC106589955,uncharacterized LOC106589955
NC_027309.1,46974044,P6K,22.3,1.6E-17,106560557,LOC106560557,phosducin-like
NC_027327.1,1813198,Intron,20.3,1.6E-17,106589299,LOC106589299,proto-oncogene Wnt-3
NC_027303.1,74247530,P6K,25.79,1.7E-17,106603906,LOC106603906,early growth response protein 1-like
NC_027304.1,783395,Flanks,-24.98,1.7E-17,106604090,uncharacterized LOC106604090,uncharacterized LOC106604090
NC_027306.1,21319053,P6K,21.22,1.8E-17,106608897,LOC106608897,uncharacterized LOC106608897
NC_027307.1,4263141,Intron,28.2,1.8E-17,106609988,LOC106609988,uncharacterized LOC106609988
NC_027320.1,16054164,Flanks,37.14,1.9E-17,106581781,LOC106581781,collagen alpha-1(XXVIII) chain-like
NC_027308.1,34902319,Intron,31.94,1.9E-17,106611242,LOC106611242,dapper homolog 1-like
NC_027302.1,25529533,Intron,20.84,1.9E-17,106599291,LOC106599291,E3 ubiquitin-protein ligase HECW1-like
NC_027318.1,21254548,Intron,-27.87,1.9E-17,106578565,LOC106578565,cadherin-12-like
NC_027302.1,51812945,Flanks,-23.04,2.0E-17,106600746,LOC106600746,double C2-like domain-containing protein alpha
NC_027324.1,25758400,Intron,-20.79,2.0E-17,106586448,LOC106586448,microtubule-associated protein 2-like
NC_027312.1,104110118,Exon,-20.23,2.1E-17,106568558,"TEK tyrosine kinase, endothelial",TEK receptor tyrosine kinase
NC_027304.1,6559812,Flanks,-21.82,2.1E-17,106604175,LOC106604175,solute carrier family 25 member 48-like
NC_027308.1,45765022,Exon,-26.69,2.2E-17,106611435,pleckstrin homology domain-containing family D member 1-like,pleckstrin homology domain-containing family D member 1-like
NC_027310.1,38057051,Exon,-20.86,2.2E-17,106562648,"aryl-hydrocarbon receptor nuclear translocator 2, transcript variant X2",aryl hydrocarbon receptor nuclear translocator 2
NC_027303.1,40522921,Intron,28.06,2.2E-17,106603264,LOC106603264,roundabout homolog 1-like
NC_027300.1,36511635,Flanks,26.36,2.3E-17,106601761,LOC106601761,B-cell lymphoma/leukemia 11B-like
NC_027311.1,13949233,P6K,21.55,2.4E-17,106564511,LOC106564511,microtubule-associated serine/threonine-protein kinase 1-like
NC_027310.1,32377770,Flanks,-32.46,2.4E-17,106562481,LOC106562481,ankyrin repeat and SOCS box protein 7
NC_027308.1,62402371,Exon,21.82,2.4E-17,106611783,pcdh18,protocadherin 18
NC_027315.1,34118641,Exon,-43.81,2.4E-17,106573672,LOC106573672,VPS9 domain-containing protein 1-like
NC_027308.1,121955319,Intron,29.17,2.5E-17,106613064,LOC106613064,endothelin-converting enzyme-like 1
NC_027302.1,61561764,Flanks,21.94,2.7E-17,106601126,LOC106601126,apoptosis regulator BAX-like
NC_027310.1,6366785,Flanks,-25.56,2.7E-17,106561906,LOC106561906,retinaldehyde-binding protein 1-like
NC_027316.1,48370225,Flanks,-22.28,2.7E-17,106576391,LOC106576391,uncharacterized LOC106576391
